Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,가중치,1,1.1,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
,TSLA,Tesla,NASDAQ,자동차,45627,2003,429.83,-0.014151376146789074,0,1429250,0.09119999999999999,0.07229849662600248,20.743829953902654,246.48251048615145,PER (3),-0.10452217332757574,18.086849734572585,PBR (3),-0.06425145265096888,-0.17156862745098042,0.3491124260355029,0.2982456140350878,-0.17741935483870966,0.09740405355576082,Sales (3),25.305159435181803,-0.10452217332757574,-0.06425145265096888,948,275.2525,19.32875,1.7438559805002873,480.0007182726553,0.11672223500606127,23.764779732668988,459.3434862578257,0.06866316045372756
,TSM,Taiwan Semiconductor Manufacturing ADR,NYSE,반도체,45627,1987,292.19,0.014161257852903342,0,1192265,0.2914,0.43766949717689946,56.06727160311162,44.8833511550273,PER (2),-0.2050592015758187,15.607252170407657,PBR (2),-0.03914719794327404,5.2695035460992905,0.17647058823529418,0.057692307692307654,-0.7999999999999999,0.21279147378611113,Sales (3),2.109264546949946,-0.4803513716168074,-0.3618297093623243,322,86.37249999999999,24.45625,6.509986275106206,562.2837895466107,0.9243772529744712,18.721424938209868,457.8558486450951,0.5669798714709438
,BRK.A,Berkshire Hathaway Class A,NYSE,"상사,자본재",45627,1998,750583.17,0.007997889200257013,0,1077247,0.0688,0.12372301021932794,98.41401265403533,21.622086006812108,PER (4),0.08342592732773624,1.5852373079391806,PBR (5),0.009705291681006756,-0.5004580768784019,0.037332694299697176,0.060731548244049735,1.087931470073644,0.01648960368551662,Sales (3),13.11255650480158,0.3821075887835337,0.10758938545968944,1674,15.644285714285713,1.4312500000000001,34713.726037512126,543071.4483382789,-0.2764673256152561,473483.1600549216,677672.7728286065,-0.09713833201375077
,BRK.B,Berkshire Hathaway Class B,NYSE,"상사,자본재",45627,1998,498.75,0.005706565575092748,0,1077247,0.0345,0.053714812694404174,98.41401265403533,6.314805380399031,PER (2),0.2859240047358025,0.46299960002984253,PBR (3),-0.148506482703738,-0.9996634899884637,0.0672107537205954,0.00809716599190282,3139.54236428209,-0.007291670877156204,Sales (3),-8.660299520899171,-0.35638267817715186,-0.148506482703738,591,9.811428571428573,0.5437500000000001,78.9810564151518,774.9169935132323,0.5537182827332978,1077.2147534638327,585.7355221959591,0.1744070620470357
,JPM,JPMorgan Chase,NYSE,은행,45627,1968,310.03,0.008063729474881987,0,852506.2,0.1629,0.4605553529301665,,15.737573575915393,PER (5),-0.0007889793069592033,2.496465211457724,PBR (5),0.002596470464949263,-0.003037974683544239,0.045708481462671334,0.08062166100048568,0.04056902002107479,0.02978365019935586,Sales (3),5.283964010648955,0.22138716149906013,0.3430882106026758,1792,12.885000000000002,1.8587500000000001,19.69998732679264,253.83433670572322,-0.1812587920339217,124.18759074914918,230.83368430498106,-0.25544726540986007
,ORCL,Oracle,NYSE,소프트웨어,45778,2005,286.14,-0.009141907334302868,0,815725.8,0.5213,0.41572563323987394,33.82380513560926,54.71383520014838,PER (5),0.2986906052729261,30.8940689248016,PBR (2),-0.12431777424031742,0.5645161290322581,0.17967599410898377,0.3982521847690387,-0.27181208053691275,0.27915788476410563,Sales (3),1.959960229902972,0.718062101507976,-0.48216444980218576,1094,31.84625,59.660000000000004,5.229755855228807,166.5481124045804,-0.4179488627784287,9.261971956380542,552.5692469176631,0.9311150028575632
,WMT,Walmart,NYSE,필수소비재,45658,1969,102.07,0.0036381514257619596,0,813788.9,0.22039999999999998,0.044961159013205035,3.9179923410279756,39.8945410816206,PER (5),-0.02243222049447191,8.499801582830221,PBR (5),-0.017363978863558338,0.0829875518672198,0.12643678160919544,0.1122448979591837,-0.032128514056224924,0.0442859112272044,Sales (3),9.008404699396538,0.19695592804142237,0.32473042397509766,1760,33.33,6.416250000000001,2.558495403949479,85.27465181363613,-0.16454735168378432,12.008515611256566,77.04963829072496,-0.24512943773170415
,0700.HK,Tencent Holdings,Hongkong,소프트웨어,45627,2004,HK$ 673.50,-0.0044345898004434225,0,795805.9582562204,0.205,0.36573913398707325,-12.894924322128254,23.52996573245138,PER (4),-0.013754612634002794,5.051203319801865,PBR (4),-0.003338844286227216,0.35508550855085513,0.13151776818332783,0.12239506897563844,-0.10222222222222227,0.10687255450856387,Sales (3),2.2016845990675638,0.19161692637596417,0.2095069308115809,1650,19.746249999999996,4.1762500000000005,28.623076108909995,565.1984166155639,-0.1608041327163119,133.33456552020525,556.8384792537572,-0.17321680882886825
,LLY,Eli Lilly,NYSE,건강관리,45627,1901,839.87,0.024419101055070946,0,794900.6,0.8025,0.44866887607097083,130.2466489095847,41.238363136106216,PER (3),-0.1254025474169569,31.865379260939875,PBR (3),0.013449288731489872,0.9427839453458581,0.32219780219780214,0.21376329787234044,-0.07357594936708858,0.23170460883984423,Sales (3),1.779781737730148,-0.1254025474169569,0.013449288731489872,1029,47.151250000000005,31.442500000000003,20.366230279995097,960.2932154896189,0.14338316107209326,26.356817947229036,828.724248305749,-0.013270805832153787
,V,Visa Class A,NYSE,소프트웨어,45536,2007,349.84,0.011244399479693579,0,674002.1,0.6313,0.6811398307492997,54.024423273257696,30.28565805793068,PER (3),-0.006416795310865475,17.406763445204355,PBR (5),-0.007596154777402719,0.17574511819116126,0.12325174825174827,0.12762645914396892,-0.01915322580645156,0.10580085567183102,Sales (3),2.862515417821341,-0.006416795310865475,0.2871254973808559,1485,30.481249999999996,13.523750000000003,11.551342200682015,352.09934945453864,0.006458236492506986,20.097934983794048,271.7994482370848,-0.2230749821716076
,MA,Mastercard Class A,NYSE,소프트웨어,45627,2001,580.45,0.005404188245890618,0,524733.7,1.5916,0.5900582272300092,78.39235331852007,36.44241994336559,PER (3),-0.019211574274433207,59.621943285455316,PBR (4),-0.05232253226909356,0.17854571634269262,0.16065974343310926,0.16421052631578953,-0.04140786749482399,0.1320622359322142,Sales (3),2.759488334126874,-0.019211574274433207,0.15529609621576923,1335,37.15625,51.6075,15.927866505629025,591.8197898497784,0.01958788844823567,9.73550957943365,502.4253106206221,-0.1344210343343577
,NFLX,Netflix,NASDAQ,소프트웨어,45627,1997,1153.32,-0.007922376196743297,0,490076.1,0.45,0.32223280498001217,-36.89721221342549,46.0824398408757,PER (3),0.005014772168926429,16.834223234464968,PBR (4),-0.05654288503471405,0.3222390317700454,0.23112128146453098,0.21034696406443615,0.0035425101214573242,0.13104035998531202,Sales (3),3.5166600462667352,0.005014772168926429,0.19848523516703542,1419,45.852500000000006,14.046249999999997,25.027320688367517,1147.5652218633718,-0.004989749710945901,68.51043757331136,962.3147337641245,-0.16561341712263333
,XOM,Exxon Mobil,NYSE,에너지,45627,1882,113.26,0.017701500584059726,0,482855.3,0.1153,0.12794510955959248,47.96779419275955,16.50859683185011,PER (5),-0.02604148484660118,1.8649772630850732,PBR (3),0.053659470669532805,-0.1479591836734694,0.11976047904191628,0.2767379679144385,0.006418485237483931,0.004720538428044587,Sales (3),34.97185137562486,0.3042909460829657,0.053659470669532805,1566,12.657142857142858,1.77,6.860667878295204,86.83645343099359,-0.2332998990729862,60.72996290187668,107.49203433632172,-0.050926767293645425
,JNJ,Johnson & Johnson,NYSE,건강관리,45627,1887,188.64,0.014302613184213442,0,454309,0.3267,0.3311078795310858,68.62086021076007,19.289864311770945,PER (3),-0.050637253188757,5.899684607906898,PBR (4),-0.02544957953220761,0.8756476683937823,0.04788213627992646,0.06854130052724071,-0.41867469879518077,0.04860453039678546,Sales (3),3.968737925106404,-0.050637253188757,0.06157167933547414,1188,20.31875,5.5575,9.779228974922816,198.70170873421299,0.05333815062665925,31.97459059882289,177.6987872529582,-0.05800049166158705
,9988.HK,Alibaba Group Holding,Hongkong,소매(유통),45717,1999,HK$ 185.10,0.010922992900054718,0,451517.5817396669,0.1244,0.1476412667992707,31.395918833127887,24.84797940538339,PER (4),-0.08638737364157023,2.9947191642383864,PBR (4),-0.09797615534988358,0.05255878284923926,0.3193166885676739,0.20019920318725118,-0.15930232558139526,0.08616777392588697,Sales (3),2.8836742871824885,0.12054022121232899,0.25302057081104046,1616,22.174999999999997,2.3899999999999997,7.449297867652672,165.18818021519797,-0.10757331056078889,61.808800708387764,147.72303369304674,-0.20192850516992578
,ABBV,AbbVie,NYSE,건강관리,45627,2012,233.91,-0.011202231991883638,0,413215.7,4.3661,0.4753025070820248,76.84688796986174,25.471943479762825,PER (2),0.05901438435766848,84.99475107321896,PBR (5),-0.09905924238690944,4.02928870292887,0.18718801996672213,0.10932025227750529,-0.7628968253968254,0.08049886768952749,Sales (3),3.1642610897341354,-0.23587990161203465,1.3038490498941235,1390,33.335,36.892500000000005,9.183044873895817,306.1168008713171,0.30869480086921075,2.752052297894226,101.53008940006275,-0.5659437843612383
,PLTR,Palantir Technologies Class A,NYSE,소프트웨어,45627,2003,173.07,-0.0747393744987972,0,410407.4,0.24710000000000001,0.4456586277671895,59.07807938286112,331.0901153924616,PER (4),0.02929462889404766,65.4227200160446,PBR (5),0.044757585692184465,2.3684210526315788,0.32812499999999994,0.37647058823529406,-0.5,0.3834690746385929,Sales (3),8.634076051752105,0.36642447253228005,1.1898818415412413,2036,242.304,29.875000000000004,0.5227277769825578,126.65903127398168,-0.26816299026993884,2.645411257091656,79.03166130561324,-0.5433543577418776
,COST,Costco Wholesale,NASDAQ,소매(유통),45870,1987,915.38,-0.0015161927200934011,0,405730.3,0.2776,0.039088478919137526,2.3094947512665165,49.46385682568988,PER (4),0.018285546005633035,13.486085263479309,PBR (4),-0.044937085753689376,0.101592531576057,0.10219341974077771,0.1121664405246495,0.0027533039647577484,0.07126395335984187,Sales (3),6.940936405243465,0.14284723351774464,0.17257561251857934,1559,43.28125,11.501249999999999,18.506037716100256,800.9644448999642,-0.12499241309623965,67.87588704328263,780.6575458565543,-0.14717653230728844
,005930.KS,삼성전자,KOSPI,반도체,45627,1969,"₩ 89,000",0.03488372093023262,0,401147.6481455165,0.095,0.13054022684459105,97.05986358185469,19.12319206984838,PER (3),0.12679926757595217,1.4527209305648718,PBR (3),0.023042908848501353,-0.07131313131313131,0.36067000217533174,0.08729016786570744,0.018937834499794155,0.07049832547101201,Sales (3),2.712573943009694,0.12679926757595217,0.023042908848501353,1357,16.97125,1.42,4654.034727828033,78984.78687465152,-0.11253048455447734,61264.34756150549,86995.3735373378,-0.022523892838901105
,ASML,ASML Holding NV ADR,Nasdaq,반도체,45627,1994,1032.22,0.001989962821670188,0,400160.2,0.47,0.33890038050001275,187.42850715246823,38.573600533186536,PER (3),0.019252227062664495,18.94124480051205,PBR (3),0.042302644133281,0.35223450264296025,0.057924662402274306,0.20087336244541487,0.04415454089312589,0.13315849284758,Sales (3),2.8968186488367547,0.019252227062664495,0.042302644133281,1260,37.845,18.1725,26.759752414398974,1012.7228301229292,-0.01888857983479375,54.49589036366266,990.3265676336597,-0.04058575920476293
,HD,Home Depot,NYSE,소매(유통),45658,1978,395.06,0.00012657907394753032,0,393237.4,1.2196,0.135332958676409,35.104119770651934,26.350641898201165,PER (4),0.026790069338833877,36.05969578728485,PBR (1),0.5370714316830711,0.007377598926894663,0.08455392809587214,0.0883977900552487,0.003364737550471111,0.039231342795686366,Sales (3),6.71673208725818,0.11201738242131842,-0.6738871469587426,764,23.69625,110.57428571428571,14.992424151419588,355.26423079807637,-0.10073348150135075,10.955721932055335,1211.4211271213528,2.0664231436271776
,BAC,Bank of America,NYSE,은행,45627,1998,50.64,0.0031695721077655836,0,375087.8,0.1085,0.3751051258039688,,14.07785029969347,PER (4),-0.017381648147731577,1.3461694105480202,PBR (5),-0.00283747366813325,0.14641744548286612,0.16032608695652156,0.13817330210772852,-0.00619195046439629,0.06000568598167664,Sales (3),2.3460860532437353,0.12950358437015086,0.1795569862414197,1551,12.463750000000001,1.1412499999999999,3.597140111733013,44.83385506761235,-0.11465531067116219,37.61785077212879,42.93137219369198,-0.15222408780229113
,PG,Procter & Gamble,NYSE,필수소비재,45809,1905,152.27,0.001446892469582295,0,356385.7,0.3091,0.24496256759016982,-8.056847292824337,22.842026450944743,PER (3),-0.03155327994298607,6.6671915139677145,PBR (3),-0.03145937694313217,0.07373271889400929,0.06008583690987123,0.056680161943319825,-0.0384047267355982,0.03218583712988731,Sales (3),7.096918547982698,-0.03155327994298607,-0.03145937694313217,1094,23.58625,6.883750000000001,6.6662211571733,157.23115876837875,0.032581327696714624,22.838701975336324,157.21591472272144,0.032481215753079606
,1398.HK,Industrial and Commercial Bank of China H,Hongkong,은행,45627,1985,HK$ 5.70,-0.005235602094240899,0,340420.2652683529,0.0885,0.6155659566273015,,5.245523187108668,PER (5),0.004889499446105061,0.47992418319569885,PBR (4),0.018406754791933988,0.018691588785046745,0.018348623853211024,0.03603603603603586,0.009433962264150952,0.02412520153775958,Sales (3),2.17429196556084,0.1554015830635831,0.13591522649869558,1537,4.54,0.4225,1.0866408929443394,4.9333496539673005,-0.1345000607074912,11.87687597246107,5.017980098364802,-0.1196526143219645
,UNH,UnitedHealth Group,NYSE,건강관리,45627,2015,360.2,0.018319574804930294,0,326223.6,0.1632,0.05136729000935207,,22.373436753863114,PER (3),-0.05457693835355559,3.3481654352141743,PBR (1),0.0765805257923391,0.04577691811734359,0.08939580764488304,0.17430673457838133,-0.4384503982621289,0.06943398763545419,Sales (3),3.222260094196124,-0.05457693835355559,-0.2967885670329904,735,23.665000000000006,4.7612499999999995,16.099448822398998,380.9934563820724,0.05772753021119481,107.5813029462682,512.2214786529194,0.42204741436124205
,1288.HK,Agricultural Bank Of China H,Hongkong,은행,45627,1986,HK$ 5.17,-0.003853564547206201,0,319651.3212009048,0.09519999999999999,0.5778926292319799,,6.131413444889461,PER (5),0.008456158698924465,0.5811197992374236,PBR (5),0.0019306883403855668,0.049382716049382616,0.03529411764705886,0.05681818181818187,0,0.03405932334429837,Sales (3),1.8002158712633018,0.2983405918241313,0.34362959361254,1849,4.7225,0.43250000000000005,0.8431987251339575,3.982005979445115,-0.22978607747676694,8.896616509684147,3.847786640438394,-0.255747264905533
,GE,GE Aerospace,NYSE,"상사,자본재",45627,1892,297,-0.008181666388378694,0,314950.5,0.41729999999999995,0.21632959121018266,188.65141947108768,50.212128998096794,PER (1),3.3211814972544573,17.303344829444242,PBR (5),-0.0174136950911844,-0.015025041736227021,0.17118644067796607,0.15340086830680166,0.386574074074074,0.08505381741346241,Sales (3),5.903571470990691,-0.7449755463586331,0.9735779674301959,1162,196.89142857142855,8.7675,5.914905540278073,1164.594201690407,2.921192598284199,17.164311462753137,150.48810074968813,-0.4933060580818581
,CVX,Chevron,NYSE,에너지,45627,1926,153.55,0.001173632392253987,0,314377.3,0.1051,0.12671332733423316,16.614552083382677,19.12005769185873,PER (5),-0.0372579208530347,1.8600424048301327,PBR (3),0.050871415158266986,-0.20473251028806586,0.18240620957309187,0.2614879649890589,-0.0442477876106194,0.0013029297059024602,Sales (3),146.7466556733038,0.30895260482162445,0.050871415158266986,1566,14.607142857142858,1.77,8.030833508697057,117.30753232346774,-0.23603039841440743,82.5518813986517,146.1168300756135,-0.04840879143201893
,7203.T,Toyota Motor,Tokyo,자동차,45717,1937,"JP¥ 2,839.50",,0,304190.63273195876,0.0958,0.08125438487160908,271.81491813054544,9.737935915591128,PER (3),-0.019712000443827482,1.0072910301873732,PBR (3),-0.03261365648271486,-0.3017577038602737,0.19154783717039742,0.06896205916764164,0.060523831996224575,0.027444869649223637,Sales (3),3.548180785718032,-0.019712000443827482,-0.03261365648271486,1106,9.93375,1.04125,291.5915677216317,2896.597735854759,0.020108376775755943,2818.9469725267036,2935.2285351434302,0.03371316610087338
,601288.SS,Agricultural Bank of China Limited,Shanghai,은행,45627,1979,CN¥ 6.67,,0,299109.26956033154,0.09759999999999999,0.5779749570348804,,8.516471824216074,PER (5),0.0019378616724792241,0.8058990977282696,PBR (5),-0.017196222282597984,0.05333333333333338,0.025316455696202552,0.03703703703703693,-0.013157894736842117,0.006210525708886733,Sales (3),13.712964446841802,0.3401214514895474,0.3835177643403771,1900,6.355,0.5825,0.7831881720120598,4.97716083313664,-0.25379897554173314,8.276470365585356,4.82104398795347,-0.27720479940727594
,RY,Royal Bank of Canada,NYSE,은행,45566,1995,146.96,0.003688020762190991,0,288107.3,0.1629,0.43147321882917306,,14.593843098311817,PER (5),-0.0017891177625295462,2.281279105867743,PBR (5),0.0005610113455014609,0.21765417170495777,0.06752730883813304,0.07534883720930237,-0.0350058343057177,0.05152273532552044,Sales (3),2.832505496089828,0.1603135041392818,0.25431153587229893,1662,12.5775,1.8187499999999996,10.07,126.65542500000001,-0.13816395617855193,64.42,117.16387499999998,-0.20274989793141007
,KO,Coca-Cola,NYSE,필수소비재,45627,1919,66.65,0.008320726172466042,0,286839.4,0.4768,0.3085584732467811,19.6729418088345,23.092134719218542,PER (2),0.048837980831454963,10.620092067653127,PBR (3),0.019202693632737633,0.21138211382113822,0.07718120805369127,0.07476635514018698,-0.13684210526315793,0.04604698445834595,Sales (3),5.014907054360457,-0.06485913564288381,0.019202693632737633,1102,24.693750000000005,10.42,2.88626412457789,71.27268472629528,0.06935761029700349,6.275840131650441,65.3942541717976,-0.018840897647448007
,601398.SS,Industrial and Commercial Bank of China Limited,Shanghai,은행,45627,1984,CN¥ 7.30,,0,276467.08105070936,0.08869999999999999,0.6202740786629223,,7.386224755619018,PER (5),0.006297650629293994,0.661737727739855,PBR (5),0.00263292081796207,0.01020408163265307,0.02020202020202022,0.02970297029702973,-0.01010101010101011,0.014917401659148217,Sales (3),4.951415081787623,0.21608969016160007,0.17642262709307532,1633,6.0737499999999995,0.5625000000000001,0.9883262751308206,6.0028467135758214,-0.1776922310170107,11.031560834430474,6.205252969367143,-0.1499653466620352
,IBM,International Business Machines,NYSE,소프트웨어,45627,1911,288.37,0.005754743303571397,0,268622.2,0.3116,0.18110669539458926,99.53195374212355,28.390232227630325,PER (3),-0.07700305676822616,8.861817199810462,PBR (5),0.01977182966748714,0.7309486780715398,0.07008086253369265,0.057094878253568404,-0.36960784313725487,0.05050351942947038,Sales (3),5.621436396581847,-0.07700305676822616,0.30416735832383535,1401,30.758750000000003,6.795,10.157366719929422,312.42790359662916,0.08342720670190773,32.540729908778495,221.11425973014988,-0.23322724371415238
,CSCO,Cisco Systems,NASDAQ,IT하드웨어,45839,2021,67.92,0.0002945508100147265,0,268501.1,0.3144,0.3434822518376686,110.2720445499059,23.740901198201,PER (4),0.049843621610790034,5.63815928330746,PBR (5),-0.021152902203565915,0.5843137254901962,0.07673267326732663,0.07816091954023006,-0.3271767810026386,0.04817657110951264,Sales (3),4.927893507454969,0.28415963208659933,0.1324447468355432,1641,18.487499999999997,4.97875,2.860885500216257,52.890620685248045,-0.22128061417479328,12.046484781138842,59.97643610409501,-0.11695470989259416
,AMD,Advanced Micro Devices,NASDAQ,반도체,45627,1969,164.67,-0.029812054439403823,0,267233.7,0.12890000000000001,0.26550496056982953,119.55031147438974,52.973741300481976,PER (2),0.004979796542141868,4.363925721594332,PBR (2),-0.11448558597959013,2.9,0.5230769230769232,0.2794612794612793,-0.6978851963746223,0.22794191572294126,Sales (3),2.324001758626548,-0.3674965965137521,-0.45081947816966095,304,83.7525,7.94625,3.108521240097908,260.34642516130003,0.5810191605107187,37.73437278850816,299.846759770683,0.8208948792778465
,AZN,AstraZeneca ADR Representing 0.5,NASDAQ,건강관리,45627,1992,85.31,0.019844590555887498,0,264388,0.2876,0.3315170116036698,101.0381934667495,19.09935967773267,PER (1),0.31176920863548574,5.237482132299242,PBR (4),0.10802213561798069,-0.008888888888888898,0.14125560538116588,0.14341846758349713,-0.03017241379310338,0.06537781503625781,Sales (3),2.9213823782792954,-0.8258985923043443,0.41793086492026865,1055,109.70249999999997,3.6937499999999996,4.466641889542516,490.00178188753773,4.743778946050143,16.28836105690906,60.16513365395784,-0.2947469973747763
,300750.SZ,"Contemporary Amperex Technology Co., Ltd.",Shenzhen,IT가전,45627,2011,CN¥ 402.00,0.011651609331353674,0,261016.15395420705,0.2376,0.17436156113104165,-13.685003628847994,28.31182171846643,PER (2),-0.044387174871921786,6.213050637983032,PBR (2),0.1354518584549229,0.27720207253886003,0.21027721433400945,0.19106145251396658,-0.006861063464837056,0.19268942903230105,Sales (3),1.4692981270768333,-0.37630573110909693,-0.1516571922876898,576,45.39375,7.3237499999999995,14.199015661990938,644.5465672065011,0.6033496696679133,64.70251466202485,473.8650417560045,0.1787687605870758
,TMUS,T Mobile US,NASDAQ,통신서비스,45627,2004,230.27,0.0005648735552272743,0,259150.2,0.23399999999999999,0.2375445444856379,42.264692981857884,22.062410054465257,PER (2),-0.07833273923904926,4.392871822813855,PBR (5),-0.02380626159692112,0.09730848861283639,0.1849056603773586,0.19904458598726113,0.028753993610223596,0.061035122551688456,Sales (3),3.6147072590509497,-0.32292741892081456,0.28446544526720907,1132,32.585,3.42,10.43720968976348,340.096477740943,0.4769465312065966,52.41901181912941,179.2730204214226,-0.22146601632247975
,WFC,Wells Fargo,NYSE,은행,45627,1929,80.67,0.0021118012422360888,0,258421.6,0.1222,0.3605755401002625,,13.620265095701154,PER (2),-0.0383715403264564,1.518301515207185,PBR (5),-0.007646068492035973,0.12476722532588452,0.10927152317880796,0.14477611940298504,0.01512287334593574,0.03455346154466433,Sales (3),3.9417946818715666,-0.2788741180303824,0.3289291161550856,1194,18.887500000000003,1.1424999999999998,5.92279220948946,111.86673785673219,0.38672043952810453,53.13173911243308,60.703011935954784,-0.2475144175535542
